Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
35503081046,Iguatemi - São Paulo (SP),SP,Iguatemi,São Paulo,1395
35503081048,Maria Zilo Augusto / Manuel da Paixão - São Paulo (SP),SP,Maria Zilo Augusto / Manuel da Paixão,São Paulo,1287
35503081051,Vila Cisper Anísio de Abreu - São Paulo (SP),SP,Vila Cisper Anísio de Abreu,São Paulo,378
35503081052,Teólogo John Wesley - São Paulo (SP),SP,Teólogo John Wesley,São Paulo,414
35503081053,Dendezeiro - São Paulo (SP),SP,Dendezeiro,São Paulo,86
35503081054,Figueira da Polinésia - São Paulo (SP),SP,Figueira da Polinésia,São Paulo,206
35503081056,Pacheco Chaves - São Paulo (SP),SP,Pacheco Chaves,São Paulo,145
35503081057,João Galdino Coelho - São Paulo (SP),SP,João Galdino Coelho,São Paulo,82
35503081058,Gentil Fabriano - São Paulo (SP),SP,Gentil Fabriano,São Paulo,99
35503081059,Jardim Elian - São Paulo (SP),SP,Jardim Elian,São Paulo,197
35503081060,Machado Nunes / Pimentel Távora - São Paulo (SP),SP,Machado Nunes / Pimentel Távora,São Paulo,121
35503081062,Jardim do Lago I - São Paulo (SP),SP,Jardim do Lago I,São Paulo,141
35503081063,Castelinho - São Paulo (SP),SP,Castelinho,São Paulo,213
35503081064,Morada do Sol - São Paulo (SP),SP,Morada do Sol,São Paulo,613
35503081065,Joaquim Meira Siqueira - São Paulo (SP),SP,Joaquim Meira Siqueira,São Paulo,1918
35503081066,Jardim Santa Terezinha II - São Paulo (SP),SP,Jardim Santa Terezinha II,São Paulo,126
35503081067,Jardim São Carlos / Gleba 2 - São Paulo (SP),SP,Jardim São Carlos / Gleba 2,São Paulo,496
35503081068,Parque Central - São Paulo (SP),SP,Parque Central,São Paulo,104
35503081070,Rio Claro - São Paulo (SP),SP,Rio Claro,São Paulo,733
35503081071,Favela do Palanque - São Paulo (SP),SP,Favela do Palanque,São Paulo,87
35503081072,Vila Muna - São Paulo (SP),SP,Vila Muna,São Paulo,190
35503081073,Circular / Jardim Pedra Branca - São Paulo (SP),SP,Circular / Jardim Pedra Branca,São Paulo,153
35503081074,Felix Flamengo - São Paulo (SP),SP,Felix Flamengo,São Paulo,40
35503081075,Ocupação Promorar / São Francisco Global - São Paulo (SP),SP,Ocupação Promorar / São Francisco Global,São Paulo,1864
35503081076,Jardim Nova Harmonia - São Paulo (SP),SP,Jardim Nova Harmonia,São Paulo,7697
35503081077,Morro do Macaco - São Paulo (SP),SP,Morro do Macaco,São Paulo,209
35503081078,Jardim Paraguaçu - São Paulo (SP),SP,Jardim Paraguaçu,São Paulo,88
35503081079,Manoel Quirino de Matos - São Paulo (SP),SP,Manoel Quirino de Matos,São Paulo,206
35503081080,Promorar / Oreste Damolin - São Paulo (SP),SP,Promorar / Oreste Damolin,São Paulo,654
35503081081,Céu Sapopemba - São Paulo (SP),SP,Céu Sapopemba,São Paulo,109
35503081083,Teonilo de Souza - São Paulo (SP),SP,Teonilo de Souza,São Paulo,225
35503081084,Mata da Juta - São Paulo (SP),SP,Mata da Juta,São Paulo,808
35503081085,Jardim Primavera II - São Paulo (SP),SP,Jardim Primavera II,São Paulo,296
35503081086,Vila Feliz - São Paulo (SP),SP,Vila Feliz,São Paulo,95
35503081087,Teotônio Vilela Cohab - São Paulo (SP),SP,Teotônio Vilela Cohab,São Paulo,128
35503081088,Jardim Alzira I e II - São Paulo (SP),SP,Jardim Alzira I e II,São Paulo,340
35503081089,Esperança - São Paulo (SP),SP,Esperança,São Paulo,118
35503081090,Beija-Flor - São Paulo (SP),SP,Beija-Flor,São Paulo,206
35503081092,Jardim da Paz - São Paulo (SP),SP,Jardim da Paz,São Paulo,1509
35503081093,Recanto do Paraiso / Recanto Dos Humildes I / Cptm Recanto - São Paulo (SP),SP,Recanto do Paraiso / Recanto Dos Humildes I / Cptm Recanto,São Paulo,6030
35503081094,Papagaios - São Paulo (SP),SP,Papagaios,São Paulo,94
35503081095,José Lopes - São Paulo (SP),SP,José Lopes,São Paulo,281
35503081097,Árvore de São Tomás - São Paulo (SP),SP,Árvore de São Tomás,São Paulo,125
35503081100,Jardim Líbano - São Paulo (SP),SP,Jardim Líbano,São Paulo,152
35503081101,União - São Paulo (SP),SP,União,São Paulo,88
35503081102,Jardim Cidade Pirituba - São Paulo (SP),SP,Jardim Cidade Pirituba,São Paulo,113
35503081103,Espama - São Paulo (SP),SP,Espama,São Paulo,187
35503081104,Elísio Teixeira Leite II - São Paulo (SP),SP,Elísio Teixeira Leite II,São Paulo,146
35503081105,Lago do Junca - São Paulo (SP),SP,Lago do Junca,São Paulo,463
35503081106,Jardim Nossa Senhora Aparecida - São Paulo (SP),SP,Jardim Nossa Senhora Aparecida,São Paulo,205
35503081107,Jardim Maggi - São Paulo (SP),SP,Jardim Maggi,São Paulo,281
35503081108,Jardim Sidney - São Paulo (SP),SP,Jardim Sidney,São Paulo,138
35503081110,Vila Zatt - São Paulo (SP),SP,Vila Zatt,São Paulo,174
35503081111,Santa Mônica - São Paulo (SP),SP,Santa Mônica,São Paulo,162
35503081112,Piqueri - São Paulo (SP),SP,Piqueri,São Paulo,302
35503081113,Marilac - São Paulo (SP),SP,Marilac,São Paulo,399
35503081115,Favelinha Jardim Jaraguá - São Paulo (SP),SP,Favelinha Jardim Jaraguá,São Paulo,355
35503081116,Jardim Jaraguá I - São Paulo (SP),SP,Jardim Jaraguá I,São Paulo,227
35503081117,Morro Doce IV - Faiçal Murad - São Paulo (SP),SP,Morro Doce IV - Faiçal Murad,São Paulo,618
35503081118,Morro Doce II - São Paulo (SP),SP,Morro Doce II,São Paulo,181
35503081119,Morro Doce I - São Paulo (SP),SP,Morro Doce I,São Paulo,171
35503081120,Vila Sulina - São Paulo (SP),SP,Vila Sulina,São Paulo,225
35503081121,Jardim Jaraguá II - São Paulo (SP),SP,Jardim Jaraguá II,São Paulo,118
35503081122,Morro Doce III - São Paulo (SP),SP,Morro Doce III,São Paulo,69
35503081123,Tibiriçá - São Paulo (SP),SP,Tibiriçá,São Paulo,62
35503081127,Fazendinha I P - São Paulo (SP),SP,Fazendinha I P,São Paulo,96
35503081128,Viela Walter - São Paulo (SP),SP,Viela Walter,São Paulo,241
35503081129,Santo Stefano I - São Paulo (SP),SP,Santo Stefano I,São Paulo,86
35503081131,Barão de Resende - São Paulo (SP),SP,Barão de Resende,São Paulo,167
35503081132,Guian Corruiras - São Paulo (SP),SP,Guian Corruiras,São Paulo,208
35503081133,Santo Estevan - São Paulo (SP),SP,Santo Estevan,São Paulo,155
35503081136,Conde Moreira Lima - São Paulo (SP),SP,Conde Moreira Lima,São Paulo,63
35503081137,Canto da Saudade - São Paulo (SP),SP,Canto da Saudade,São Paulo,91
35503081139,Manoel Alves Mesquita - São Paulo (SP),SP,Manoel Alves Mesquita,São Paulo,61
35503081140,Itacolomi - São Paulo (SP),SP,Itacolomi,São Paulo,275
35503081142,Totó - São Paulo (SP),SP,Totó,São Paulo,278
35503081143,Dersa - São Paulo (SP),SP,Dersa,São Paulo,298
35503081144,Seringueira - São Paulo (SP),SP,Seringueira,São Paulo,119
35503081145,Gervásio Botelho - São Paulo (SP),SP,Gervásio Botelho,São Paulo,221
35503081146,Recanto da Moeda - São Paulo (SP),SP,Recanto da Moeda,São Paulo,92
35503081147,Jardim Yara - São Paulo (SP),SP,Jardim Yara,São Paulo,123
35503081148,Bonifácio Maia - São Paulo (SP),SP,Bonifácio Maia,São Paulo,107
35503081149,Jardim Jaçanã - São Paulo (SP),SP,Jardim Jaçanã,São Paulo,384
35503081150,Apuanã - São Paulo (SP),SP,Apuanã,São Paulo,105
35503081152,Vila Zilda - São Paulo (SP),SP,Vila Zilda,São Paulo,511
35503081153,Guilherme Bude - São Paulo (SP),SP,Guilherme Bude,São Paulo,93
35503081154,José Crispim - São Paulo (SP),SP,José Crispim,São Paulo,87
35503081155,Jardim das Pedras - São Paulo (SP),SP,Jardim das Pedras,São Paulo,50
35503081156,Domênico Ferrabosco / Joana D'arc - São Paulo (SP),SP,Domênico Ferrabosco / Joana D'arc,São Paulo,316
35503081157,Guapira II - São Paulo (SP),SP,Guapira II,São Paulo,1213
35503081158,Rua do Campo - São Paulo (SP),SP,Rua do Campo,São Paulo,79
35503081159,Aterro Sanitário - São Paulo (SP),SP,Aterro Sanitário,São Paulo,131
35503081164,Pangaua - São Paulo (SP),SP,Pangaua,São Paulo,112
35503081165,Manuel Alves Ferreira - São Paulo (SP),SP,Manuel Alves Ferreira,São Paulo,167
35503081167,André da Cunha Fonseca - São Paulo (SP),SP,André da Cunha Fonseca,São Paulo,107
35503081168,Parque Pereira - São Paulo (SP),SP,Parque Pereira,São Paulo,182
35503081169,Coimbra - São Paulo (SP),SP,Coimbra,São Paulo,46
35503081170,Cabuçu I - São Paulo (SP),SP,Cabuçu I,São Paulo,521
35503081171,Jardim Maristela - São Paulo (SP),SP,Jardim Maristela,São Paulo,62
35503081172,Parque Anhanguera / Antônio da Costa Magueta - São Paulo (SP),SP,Parque Anhanguera / Antônio da Costa Magueta,São Paulo,472
35503081173,Orquídeas / Parque Primavera - São Paulo (SP),SP,Orquídeas / Parque Primavera,São Paulo,228
35503081174,Antônio Vieira Marcondes II - São Paulo (SP),SP,Antônio Vieira Marcondes II,São Paulo,93
35503081176,Jardim Ubirajara - São Paulo (SP),SP,Jardim Ubirajara,São Paulo,247
35503081177,Jardim Santa Lúcia - São Paulo (SP),SP,Jardim Santa Lúcia,São Paulo,130
35503081178,Boros - São Paulo (SP),SP,Boros,São Paulo,93
35503081180,Abel Marciano / Maria Quedas - São Paulo (SP),SP,Abel Marciano / Maria Quedas,São Paulo,235
35503081181,Vila Pedreira - São Paulo (SP),SP,Vila Pedreira,São Paulo,97
35503081182,Charco - São Paulo (SP),SP,Charco,São Paulo,329
35503081183,Cidade Nova - São Paulo (SP),SP,Cidade Nova,São Paulo,1130
35503081184,Banduíra - São Paulo (SP),SP,Banduíra,São Paulo,51
35503081185,Armação - São Paulo (SP),SP,Armação,São Paulo,106
35503081187,Charles Cameron - São Paulo (SP),SP,Charles Cameron,São Paulo,117
35503081189,Chácara Chacrinha - São Paulo (SP),SP,Chácara Chacrinha,São Paulo,294
35503081190,Passagem II - São Paulo (SP),SP,Passagem II,São Paulo,112
35503081191,Campo de Luta - São Paulo (SP),SP,Campo de Luta,São Paulo,215
35503081192,Tapuia - São Paulo (SP),SP,Tapuia,São Paulo,101
35503081193,Maurice Denis - São Paulo (SP),SP,Maurice Denis,São Paulo,191
35503081194,Alpheu Luiz Gasparini - São Paulo (SP),SP,Alpheu Luiz Gasparini,São Paulo,49
35503081195,Projetada - São Paulo (SP),SP,Projetada,São Paulo,424
35503081196,São José - São Paulo (SP),SP,São José,São Paulo,143
35503081197,Alfredo Avila - São Paulo (SP),SP,Alfredo Avila,São Paulo,175
35503081198,Vila Nova Galvão II - São Paulo (SP),SP,Vila Nova Galvão II,São Paulo,58
35503081199,Ernesto Simões Filho - São Paulo (SP),SP,Ernesto Simões Filho,São Paulo,123
35503081200,Santa Terezinha I - São Paulo (SP),SP,Santa Terezinha I,São Paulo,69
35503081201,Alfredo Hanisch - São Paulo (SP),SP,Alfredo Hanisch,São Paulo,87
35503081202,Jardim Novo Parelheiros - São Paulo (SP),SP,Jardim Novo Parelheiros,São Paulo,160
35503081203,Parque Recreio - São Paulo (SP),SP,Parque Recreio,São Paulo,252
35503081204,Jardim Santa Fé - São Paulo (SP),SP,Jardim Santa Fé,São Paulo,40
35503081205,Marcelo Bernardini - São Paulo (SP),SP,Marcelo Bernardini,São Paulo,265
35503081206,Recanto do Campo Belo III - São Paulo (SP),SP,Recanto do Campo Belo III,São Paulo,187
35503081207,Recanto Campo Belo I - São Paulo (SP),SP,Recanto Campo Belo I,São Paulo,91
35503081208,Jardim Fontes - São Paulo (SP),SP,Jardim Fontes,São Paulo,224
35503081209,Balneário São José - São Paulo (SP),SP,Balneário São José,São Paulo,222
35503081210,Tomaz Sandrino - São Paulo (SP),SP,Tomaz Sandrino,São Paulo,153
35503081211,Santa Helena - São Paulo (SP),SP,Santa Helena,São Paulo,168
35503081212,Chica Luiza II - São Paulo (SP),SP,Chica Luiza II,São Paulo,415
35503081213,Jardim Ipanema - São Paulo (SP),SP,Jardim Ipanema,São Paulo,398
35503081214,Jardim Panamericano - São Paulo (SP),SP,Jardim Panamericano,São Paulo,712
35503081215,Jardim Rincão II / Jardim Alvina II - São Paulo (SP),SP,Jardim Rincão II / Jardim Alvina II,São Paulo,473
35503081216,Parque Parada de Taipas / Sítio Pedro Velho - São Paulo (SP),SP,Parque Parada de Taipas / Sítio Pedro Velho,São Paulo,2047
35503081218,Jardim Shangrilá III - São Paulo (SP),SP,Jardim Shangrilá III,São Paulo,97
35503081219,Campos de Mello III - São Paulo (SP),SP,Campos de Mello III,São Paulo,232
35503081220,Vila Paulistano I - São Paulo (SP),SP,Vila Paulistano I,São Paulo,646
35503081221,Vila Paulistano II - São Paulo (SP),SP,Vila Paulistano II,São Paulo,653
35503081223,Tufik Mereb - São Paulo (SP),SP,Tufik Mereb,São Paulo,337
35503081224,Vila Bayer - São Paulo (SP),SP,Vila Bayer,São Paulo,72
35503081225,Jardim São Pedro - São Paulo (SP),SP,Jardim São Pedro,São Paulo,110
35503081226,Boa Vista - São Paulo (SP),SP,Boa Vista,São Paulo,107
35503081228,Jardim Morais Prado II - São Paulo (SP),SP,Jardim Morais Prado II,São Paulo,172
35503081229,Jardim Hasano II - São Paulo (SP),SP,Jardim Hasano II,São Paulo,121
35503081230,Santo Antônio II - São Paulo (SP),SP,Santo Antônio II,São Paulo,72
35503081231,Jardim São Bernardo II - São Paulo (SP),SP,Jardim São Bernardo II,São Paulo,291
35503081232,Candida Ramos - São Paulo (SP),SP,Candida Ramos,São Paulo,75
35503081233,Jardim Eliana I - São Paulo (SP),SP,Jardim Eliana I,São Paulo,71
35503081235,Jardim Rebeca - São Paulo (SP),SP,Jardim Rebeca,São Paulo,170
35503081236,Vila Santa Francisca Cabrini IV - São Paulo (SP),SP,Vila Santa Francisca Cabrini IV,São Paulo,181
35503081237,Jardim Icaraí II e III - São Paulo (SP),SP,Jardim Icaraí II e III,São Paulo,894
35503081238,Parque São José I e II - São Paulo (SP),SP,Parque São José I e II,São Paulo,317
35503081240,Jardim Varginha I e III / Viela das Adálias - São Paulo (SP),SP,Jardim Varginha I e III / Viela das Adálias,São Paulo,334
35503081241,Sete de Setembro II - São Paulo (SP),SP,Sete de Setembro II,São Paulo,461
35503081242,Jardim Monte Alegre II - São Paulo (SP),SP,Jardim Monte Alegre II,São Paulo,254
35503081243,Jardim São Bernardo I - São Paulo (SP),SP,Jardim São Bernardo I,São Paulo,114
35503081244,Jardim Toca/ Jardim Progresso - São Paulo (SP),SP,Jardim Toca/ Jardim Progresso,São Paulo,444
35503081245,Vila do Sol - São Paulo (SP),SP,Vila do Sol,São Paulo,97
35503081247,Jardim Varginha II - São Paulo (SP),SP,Jardim Varginha II,São Paulo,1096
35503081248,Francisco Sanches Dias - São Paulo (SP),SP,Francisco Sanches Dias,São Paulo,125
35503081249,Jardim Solange - São Paulo (SP),SP,Jardim Solange,São Paulo,441
35503081250,Fábio Luz - São Paulo (SP),SP,Fábio Luz,São Paulo,149
35503081251,Jardim Zaira - São Paulo (SP),SP,Jardim Zaira,São Paulo,293
35503081253,Jararaú II - São Paulo (SP),SP,Jararaú II,São Paulo,77
35503081254,Costa do Valado - São Paulo (SP),SP,Costa do Valado,São Paulo,304
35503081255,José Alves da Silva - São Paulo (SP),SP,José Alves da Silva,São Paulo,97
35503081256,Jardim Rio D'Ouro - São Paulo (SP),SP,Jardim Rio D'Ouro,São Paulo,151
35503081257,Boulevard da Paz - São Paulo (SP),SP,Boulevard da Paz,São Paulo,2397
35503081258,Parque Novo Santo Amaro III - São Paulo (SP),SP,Parque Novo Santo Amaro III,São Paulo,231
35503081259,Parque Novo Santo Amaro I e II - São Paulo (SP),SP,Parque Novo Santo Amaro I e II,São Paulo,407
35503081260,Santa Margarida I e II - São Paulo (SP),SP,Santa Margarida I e II,São Paulo,147
35503081262,Thomas Pompeu I - São Paulo (SP),SP,Thomas Pompeu I,São Paulo,137
35503081263,Bernardim Ribeiro - São Paulo (SP),SP,Bernardim Ribeiro,São Paulo,223
35503081264,Jamil Sawaya I - São Paulo (SP),SP,Jamil Sawaya I,São Paulo,213
35503081266,Maurício Adler / Jardim Maria Emília / José Aragão - São Paulo (SP),SP,Maurício Adler / Jardim Maria Emília / José Aragão,São Paulo,201
35503081267,Kagohara II - São Paulo (SP),SP,Kagohara II,São Paulo,50
35503081268,Jardim Angela II - São Paulo (SP),SP,Jardim Angela II,São Paulo,409
35503081269,Nagib I e II - São Paulo (SP),SP,Nagib I e II,São Paulo,227
35503081270,Vila Bom Jardim I - São Paulo (SP),SP,Vila Bom Jardim I,São Paulo,101
35503081271,João Manoel Vaz - São Paulo (SP),SP,João Manoel Vaz,São Paulo,149
35503081274,Jardim Aracati II - São Paulo (SP),SP,Jardim Aracati II,São Paulo,210
35503081275,Alto da Rivieira B / Jardim Guanguará - São Paulo (SP),SP,Alto da Rivieira B / Jardim Guanguará,São Paulo,608
35503081276,Parque Cavalo Branco - São Paulo (SP),SP,Parque Cavalo Branco,São Paulo,1448
35503081278,Avenida Marginal I - São Paulo (SP),SP,Avenida Marginal I,São Paulo,59
35503081280,Ipojuca Lins de Araujo - São Paulo (SP),SP,Ipojuca Lins de Araujo,São Paulo,141
35503081282,Chácara Nossa Senhora Aparecida - São Paulo (SP),SP,Chácara Nossa Senhora Aparecida,São Paulo,171
35503081283,Santa Rosa - São Paulo (SP),SP,Santa Rosa,São Paulo,201
35503081284,Americanópolis II - São Paulo (SP),SP,Americanópolis II,São Paulo,165
35503081285,Guanabara - São Paulo (SP),SP,Guanabara,São Paulo,319
35503081286,Jardim Martini - São Paulo (SP),SP,Jardim Martini,São Paulo,851
35503081287,Vila das Pratas / Vila das Pratas II - São Paulo (SP),SP,Vila das Pratas / Vila das Pratas II,São Paulo,495
35503081288,Abacateiro - São Paulo (SP),SP,Abacateiro,São Paulo,1091
35503081291,Jardim Luso - São Paulo (SP),SP,Jardim Luso,São Paulo,1536
35503081292,Parque Figueira Grande III - São Paulo (SP),SP,Parque Figueira Grande III,São Paulo,170
35503081293,Parque Figueira Grande V - São Paulo (SP),SP,Parque Figueira Grande V,São Paulo,164
35503081294,Jardim Mazza II - São Paulo (SP),SP,Jardim Mazza II,São Paulo,71
35503081296,João Gaspar I - São Paulo (SP),SP,João Gaspar I,São Paulo,123
35503081297,Jardim São Luis II - São Paulo (SP),SP,Jardim São Luis II,São Paulo,136
35503081298,Santa Tereza III - São Paulo (SP),SP,Santa Tereza III,São Paulo,39
35503081300,Jardim Lilia - São Paulo (SP),SP,Jardim Lilia,São Paulo,124
35503081301,Jardim Fim de Semana III - São Paulo (SP),SP,Jardim Fim de Semana III,São Paulo,60
35503081302,Parque Santo Antônio VI - São Paulo (SP),SP,Parque Santo Antônio VI,São Paulo,711
35503081303,Jardim Mazza I - São Paulo (SP),SP,Jardim Mazza I,São Paulo,155
35503081305,Paraguai/Jardim Marilda - São Paulo (SP),SP,Paraguai/Jardim Marilda,São Paulo,1798
35503081306,Jardim Santa Josefina - São Paulo (SP),SP,Jardim Santa Josefina,São Paulo,793
35503081307,Angelo Tarsini - São Paulo (SP),SP,Angelo Tarsini,São Paulo,527
35503081308,Paranapanema III - São Paulo (SP),SP,Paranapanema III,São Paulo,1521
35503081310,Área Remanescente Guarani I - São Paulo (SP),SP,Área Remanescente Guarani I,São Paulo,170
35503081312,Albacora - São Paulo (SP),SP,Albacora,São Paulo,230
35503081315,Carombé do Alto - São Paulo (SP),SP,Carombé do Alto,São Paulo,460
35503081316,Encosta do Céu Paz / Jardim Paraná - São Paulo (SP),SP,Encosta do Céu Paz / Jardim Paraná,São Paulo,1621
35503081317,Jardim Paraná / Bananal Esquerdo - São Paulo (SP),SP,Jardim Paraná / Bananal Esquerdo,São Paulo,1431
35503081319,Viela Cinco - São Paulo (SP),SP,Viela Cinco,São Paulo,605
35503081322,Vila Nova - São Paulo (SP),SP,Vila Nova,São Paulo,123
35503081324,Campo dos Ferreiras I - São Paulo (SP),SP,Campo dos Ferreiras I,São Paulo,2853
35503081325,Jardim Walquíria I - São Paulo (SP),SP,Jardim Walquíria I,São Paulo,1710
35503081326,Francisco Lacerda e Almeida - São Paulo (SP),SP,Francisco Lacerda e Almeida,São Paulo,227
35503081327,Nova Floresta - São Paulo (SP),SP,Nova Floresta,São Paulo,1314
35503081328,Jardim Germânia - Jardim Campo de Fora - São Paulo (SP),SP,Jardim Germânia - Jardim Campo de Fora,São Paulo,475
35503081329,Jardim São Bento Novo - São Paulo (SP),SP,Jardim São Bento Novo,São Paulo,869
35503081330,Canto da Noite / Mar Desconhecido - São Paulo (SP),SP,Canto da Noite / Mar Desconhecido,São Paulo,2028
35503081331,Cachoeira das Garças - São Paulo (SP),SP,Cachoeira das Garças,São Paulo,387
35503081332,Castro Alves - São Paulo (SP),SP,Castro Alves,São Paulo,1665
35503081336,Vila Dania Mungo Park - São Paulo (SP),SP,Vila Dania Mungo Park,São Paulo,549
35503081337,Parque Cocaia II - São Paulo (SP),SP,Parque Cocaia II,São Paulo,44
35503081339,Parque Residencial Cocaia A - São Paulo (SP),SP,Parque Residencial Cocaia A,São Paulo,489
35503081340,Alto da Alegria - São Paulo (SP),SP,Alto da Alegria,São Paulo,492
35503081341,Parque Planalto II - São Paulo (SP),SP,Parque Planalto II,São Paulo,209
35503081342,Parque Planalto I - São Paulo (SP),SP,Parque Planalto I,São Paulo,806
35503081343,Jardim Manacás - São Paulo (SP),SP,Jardim Manacás,São Paulo,129
35503081345,Itajuibe - São Paulo (SP),SP,Itajuibe,São Paulo,191
35503081346,Jardim Mabel - São Paulo (SP),SP,Jardim Mabel,São Paulo,178
35503081348,Vietnã - São Paulo (SP),SP,Vietnã,São Paulo,567
35503081349,Taquaritiba - São Paulo (SP),SP,Taquaritiba,São Paulo,613
35503081352,Vila Queiroz - São Paulo (SP),SP,Vila Queiroz,São Paulo,700
35503081353,Vila Nova Galvão I - São Paulo (SP),SP,Vila Nova Galvão I,São Paulo,94
35503081356,Jardim Alvina - São Paulo (SP),SP,Jardim Alvina,São Paulo,178
35503081357,Fragata da Constituição - São Paulo (SP),SP,Fragata da Constituição,São Paulo,478
35503081358,Jardim Rincão I - São Paulo (SP),SP,Jardim Rincão I,São Paulo,532
35503081361,Santa Lúcia I / Minuetos - São Paulo (SP),SP,Santa Lúcia I / Minuetos,São Paulo,538
35503081368,Piscinão Aricanduva II - São Paulo (SP),SP,Piscinão Aricanduva II,São Paulo,159
35503081371,Córrego da Mina - São Paulo (SP),SP,Córrego da Mina,São Paulo,1257
35503081372,Cidade da Criança Autoban - São Paulo (SP),SP,Cidade da Criança Autoban,São Paulo,172
35503081373,Raimundo Pereira de Magalhães - São Paulo (SP),SP,Raimundo Pereira de Magalhães,São Paulo,126
35503081375,Fatec - São Paulo (SP),SP,Fatec,São Paulo,791
35503081379,Roland Berigan - São Paulo (SP),SP,Roland Berigan,São Paulo,577
35503081383,Guapira I / Planalto da Torres - São Paulo (SP),SP,Guapira I / Planalto da Torres,São Paulo,1943
35503081384,Baixa Grande - São Paulo (SP),SP,Baixa Grande,São Paulo,183
35503081386,Parque Guarani Mogno - São Paulo (SP),SP,Parque Guarani Mogno,São Paulo,536
35503081388,Maria Santana / Sítio da Casa Pintada - São Paulo (SP),SP,Maria Santana / Sítio da Casa Pintada,São Paulo,194
35503081389,José dos Santos Junior - São Paulo (SP),SP,José dos Santos Junior,São Paulo,51
35503081390,Volta Redonda - São Paulo (SP),SP,Volta Redonda,São Paulo,70
35503081395,Conjunto Promorar Sapopemba - São Paulo (SP),SP,Conjunto Promorar Sapopemba,São Paulo,2078
35503081397,Cidade Alta - São Paulo (SP),SP,Cidade Alta,São Paulo,90
35503081398,Jardim Campanário - São Paulo (SP),SP,Jardim Campanário,São Paulo,470
35503081399,Jardim Maria Luiza - São Paulo (SP),SP,Jardim Maria Luiza,São Paulo,711
35503081400,Jardim Ideal - São Paulo (SP),SP,Jardim Ideal,São Paulo,176
35503081401,George Bernanos - São Paulo (SP),SP,George Bernanos,São Paulo,351
35503081402,Guaicuri I - São Paulo (SP),SP,Guaicuri I,São Paulo,1633
35503081403,Haidée - São Paulo (SP),SP,Haidée,São Paulo,94
35503081404,Missionária V - São Paulo (SP),SP,Missionária V,São Paulo,341
35503081407,Bernardino de Campos - São Paulo (SP),SP,Bernardino de Campos,São Paulo,94
35503081408,Cruz de Malta - São Paulo (SP),SP,Cruz de Malta,São Paulo,64
35503081409,Santa Fé - São Paulo (SP),SP,Santa Fé,São Paulo,277
35503081412,Jardim Paulo VI - São Paulo (SP),SP,Jardim Paulo VI,São Paulo,96
35503081414,Jardim Olinda III - São Paulo (SP),SP,Jardim Olinda III,São Paulo,289
35503081416,Lourenço - São Paulo (SP),SP,Lourenço,São Paulo,118
35503081417,Jardim das Palmas - São Paulo (SP),SP,Jardim das Palmas,São Paulo,206
35503081419,Erundina - São Paulo (SP),SP,Erundina,São Paulo,1116
35503081425,Pelourinho - São Paulo (SP),SP,Pelourinho,São Paulo,486
35503081426,B 14 - São Paulo (SP),SP,B 14,São Paulo,95
35503081427,Jardim Esmeralda - São Paulo (SP),SP,Jardim Esmeralda,São Paulo,83
35503081430,Nova Vitória Guiomar - São Paulo (SP),SP,Nova Vitória Guiomar,São Paulo,174
35503081433,Jardim Iracema - São Paulo (SP),SP,Jardim Iracema,São Paulo,74
35503081434,Galinha D'Água - São Paulo (SP),SP,Galinha D'Água,São Paulo,200
35503081443,Manuel Melo Freire - São Paulo (SP),SP,Manuel Melo Freire,São Paulo,31
35503081454,René Fernandes - São Paulo (SP),SP,René Fernandes,São Paulo,51
35503081458,Baldomero Fernandez - São Paulo (SP),SP,Baldomero Fernandez,São Paulo,104
35503081482,Nova Guarapiranga I - São Paulo (SP),SP,Nova Guarapiranga I,São Paulo,147
35503081483,Nova Guarapiranga II - São Paulo (SP),SP,Nova Guarapiranga II,São Paulo,148
35503081484,Vila Santa Maria - São Paulo (SP),SP,Vila Santa Maria,São Paulo,97
35503081492,Cabuçu II - São Paulo (SP),SP,Cabuçu II,São Paulo,78
35503081493,Campo Novo do Sul / Campo Novo do Sul II - São Paulo (SP),SP,Campo Novo do Sul / Campo Novo do Sul II,São Paulo,125
35503081495,Colibris da Serra - São Paulo (SP),SP,Colibris da Serra,São Paulo,529
35503081499,Favela Buracão - São Paulo (SP),SP,Favela Buracão,São Paulo,229
35503081500,Favela do Tamanduatei - São Paulo (SP),SP,Favela do Tamanduatei,São Paulo,452
35503081506,Intercontinental - São Paulo (SP),SP,Intercontinental,São Paulo,25
35503081507,Ipê - São Paulo (SP),SP,Ipê,São Paulo,67
35503081509,Jardim Alto da Riviera IX - São Paulo (SP),SP,Jardim Alto da Riviera IX,São Paulo,283
35503081511,Jardim Divino - São Paulo (SP),SP,Jardim Divino,São Paulo,73
35503081512,Jardim Educandário I - São Paulo (SP),SP,Jardim Educandário I,São Paulo,252
35503081513,Jardim Ideal II - São Paulo (SP),SP,Jardim Ideal II,São Paulo,312
35503081516,Jardim Nazaré I / Jardim Reni - São Paulo (SP),SP,Jardim Nazaré I / Jardim Reni,São Paulo,70
35503081517,Jardim Soares - São Paulo (SP),SP,Jardim Soares,São Paulo,256
35503081519,Lorenzo Cattani - São Paulo (SP),SP,Lorenzo Cattani,São Paulo,91
35503081520,Luar do Sertão I - São Paulo (SP),SP,Luar do Sertão I,São Paulo,32
35503081521,Luar do Sertão III - São Paulo (SP),SP,Luar do Sertão III,São Paulo,88
