Cod,Favela_completa,Sigla,Favela,Municipio,Domicilios
35503081522,Manoel Homem de Andrade I - São Paulo (SP),SP,Manoel Homem de Andrade I,São Paulo,104
35503081524,Monte Kemel - São Paulo (SP),SP,Monte Kemel,São Paulo,43
35503081526,Nova Brasília V - São Paulo (SP),SP,Nova Brasília V,São Paulo,50
35503081527,Núcleo Particular - São Paulo (SP),SP,Núcleo Particular,São Paulo,204
35503081528,Ocupação Morumbizinho - São Francisco Global - São Paulo (SP),SP,Ocupação Morumbizinho - São Francisco Global,São Paulo,660
35503081529,Oliveira Martins - São Paulo (SP),SP,Oliveira Martins,São Paulo,161
35503081531,Parque Fernanda III - São Paulo (SP),SP,Parque Fernanda III,São Paulo,170
35503081532,Parque Residencial Cantareira - São Paulo (SP),SP,Parque Residencial Cantareira,São Paulo,778
35503081534,Professor Correia Brito - São Paulo (SP),SP,Professor Correia Brito,São Paulo,151
35503081536,Rodeio - São Paulo (SP),SP,Rodeio,São Paulo,127
35503081537,Sallus - São Paulo (SP),SP,Sallus,São Paulo,328
35503081538,Santo Eduardo Área 2 - São Paulo (SP),SP,Santo Eduardo Área 2,São Paulo,206
35503081539,Gaspar Madeira - São Francisco Global - São Paulo (SP),SP,Gaspar Madeira - São Francisco Global,São Paulo,292
35503081540,São Vicente - São Paulo (SP),SP,São Vicente,São Paulo,428
35503081542,Teixeira - São Paulo (SP),SP,Teixeira,São Paulo,67
35503081544,Viela Sabesp - São Paulo (SP),SP,Viela Sabesp,São Paulo,50
35503081546,Vila Iolanda - Invasão - São Paulo (SP),SP,Vila Iolanda - Invasão,São Paulo,688
35503081547,Vila Roseira - São Paulo (SP),SP,Vila Roseira,São Paulo,1689
35503081548,Vila São Joaquim / São Luiz / Santa Terezinha - São Paulo (SP),SP,Vila São Joaquim / São Luiz / Santa Terezinha,São Paulo,2449
35503081550,Rufino Fernandes Ivivari - São Paulo (SP),SP,Rufino Fernandes Ivivari,São Paulo,250
35503081551,Ocupação Domínio Jacu-Pêssego - São Paulo (SP),SP,Ocupação Domínio Jacu-Pêssego,São Paulo,433
35503081552,Ocupação Hospital Municipal - São Paulo (SP),SP,Ocupação Hospital Municipal,São Paulo,108
35503081554,Jardim Boa Sorte - São Paulo (SP),SP,Jardim Boa Sorte,São Paulo,262
35503081555,Orvalheira II - São Paulo (SP),SP,Orvalheira II,São Paulo,182
35503081556,Mimosa - São Paulo (SP),SP,Mimosa,São Paulo,65
35503081558,Limoeiro - MP - 01 - São Paulo (SP),SP,Limoeiro - MP - 01,São Paulo,127
35503081561,Miguel Russiano - São Paulo (SP),SP,Miguel Russiano,São Paulo,107
35503081562,Jardim Vila Cisper II - São Paulo (SP),SP,Jardim Vila Cisper II,São Paulo,233
35503081564,Balbino Miranda - São Paulo (SP),SP,Balbino Miranda,São Paulo,24
35503081565,Jardim Universal II - São Paulo (SP),SP,Jardim Universal II,São Paulo,176
35503081566,Marconi Curuça - São Paulo (SP),SP,Marconi Curuça,São Paulo,847
35503081567,Ponto Seguro II - São Paulo (SP),SP,Ponto Seguro II,São Paulo,50
35503081568,Chapada de Minas - São Paulo (SP),SP,Chapada de Minas,São Paulo,49
35503081569,Mirandas I / Francisco Sales - São Paulo (SP),SP,Mirandas I / Francisco Sales,São Paulo,246
35503081570,Vila do Sapo II - São Paulo (SP),SP,Vila do Sapo II,São Paulo,498
35503081572,Jardim Comercial V - São Paulo (SP),SP,Jardim Comercial V,São Paulo,57
35503081573,Vale das Virtudes II - São Paulo (SP),SP,Vale das Virtudes II,São Paulo,143
,,,,,
35503081575,Jardim Cambará II - São Paulo (SP),SP,Jardim Cambará II,São Paulo,54
35503081576,Sítio Itaberaba II / J. Silvestre - São Paulo (SP),SP,Sítio Itaberaba II / J. Silvestre,São Paulo,1084
35503081577,Ocupação City Jaraguá - São Paulo (SP),SP,Ocupação City Jaraguá,São Paulo,600
35503081578,Belém de Maria I e II - São Paulo (SP),SP,Belém de Maria I e II,São Paulo,171
35503081579,Antonio Candido de Alvarenga - São Paulo (SP),SP,Antonio Candido de Alvarenga,São Paulo,74
35503081580,Recanto Nova República III - São Paulo (SP),SP,Recanto Nova República III,São Paulo,34
35503081582,João Aires - São Paulo (SP),SP,João Aires,São Paulo,190
35503081585,Anhanguera - São Paulo (SP),SP,Anhanguera,São Paulo,114
35503081586,Joaquim da Costa Miranda - São Paulo (SP),SP,Joaquim da Costa Miranda,São Paulo,193
35503081587,Do Areião - São Paulo (SP),SP,Do Areião,São Paulo,717
35503081593,Chácara Vale do Sol / Morro da Mandioca - São Paulo (SP),SP,Chácara Vale do Sol / Morro da Mandioca,São Paulo,292
35503081595,Piemonteses/ Cidade Nova - São Paulo (SP),SP,Piemonteses/ Cidade Nova,São Paulo,583
35503081596,São José / Jardim Pinheiros - São Paulo (SP),SP,São José / Jardim Pinheiros,São Paulo,213
35503081598,Chácara - São Paulo (SP),SP,Chácara,São Paulo,183
35503081601,Jardim São Januário - São Paulo (SP),SP,Jardim São Januário,São Paulo,133
35503081603,Jaguará B - São Paulo (SP),SP,Jaguará B,São Paulo,93
35503081608,Parque Otero II - São Paulo (SP),SP,Parque Otero II,São Paulo,82
35503081609,Parque Santo Antônio VII - São Paulo (SP),SP,Parque Santo Antônio VII,São Paulo,84
35503081613,Jardim Rosa Maria I e III - São Paulo (SP),SP,Jardim Rosa Maria I e III,São Paulo,49
35503081615,Vila Léo - São Paulo (SP),SP,Vila Léo,São Paulo,44
35503081616,Barra da Buriquióca - São Paulo (SP),SP,Barra da Buriquióca,São Paulo,88
35503081618,Daniel Ayala - São Paulo (SP),SP,Daniel Ayala,São Paulo,487
35503081619,Rua do Mestre - São Paulo (SP),SP,Rua do Mestre,São Paulo,97
35503081620,Cantidio Sampaio - São Paulo (SP),SP,Cantidio Sampaio,São Paulo,120
35503081626,Novo Vila Nascente - São Paulo (SP),SP,Novo Vila Nascente,São Paulo,947
35503081627,Teodoro Cocher II - São Paulo (SP),SP,Teodoro Cocher II,São Paulo,148
35503081628,Jardim Almeida Prado - São Paulo (SP),SP,Jardim Almeida Prado,São Paulo,253
35503081629,Promorar da Parada - São Paulo (SP),SP,Promorar da Parada,São Paulo,235
35503081630,Jardim dos Francos I - São Paulo (SP),SP,Jardim dos Francos I,São Paulo,23
35503081632,Ministro Lins de Barros - São Paulo (SP),SP,Ministro Lins de Barros,São Paulo,101
35503081634,Morato de Oliveira - São Paulo (SP),SP,Morato de Oliveira,São Paulo,231
35503081637,Levanta Saia - São Paulo (SP),SP,Levanta Saia,São Paulo,105
35503081638,Jardim Alvorada - São Paulo (SP),SP,Jardim Alvorada,São Paulo,59
35503081639,Condomínio 3M / Clube de Pesca Santa Bárbara - São Paulo (SP),SP,Condomínio 3M / Clube de Pesca Santa Bárbara,São Paulo,117
35503081641,Francisco Machado da Silva - São Paulo (SP),SP,Francisco Machado da Silva,São Paulo,277
35503081644,Ascendino Reis - São Paulo (SP),SP,Ascendino Reis,São Paulo,45
35503081646,Pavanas - São Paulo (SP),SP,Pavanas,São Paulo,58
35503081649,Santa Rita - São Paulo (SP),SP,Santa Rita,São Paulo,107
35503081650,Fructuoso Vianna - São Paulo (SP),SP,Fructuoso Vianna,São Paulo,130
35503081651,Itabira Pedra Branca - São Paulo (SP),SP,Itabira Pedra Branca,São Paulo,70
35503081652,Parque do Gato - São Paulo (SP),SP,Parque do Gato,São Paulo,217
35503081653,Souza Ramos / Coronel Luis Alves - São Paulo (SP),SP,Souza Ramos / Coronel Luis Alves,São Paulo,72
35503081654,Guaratu - São Paulo (SP),SP,Guaratu,São Paulo,42
35503081659,Elida - São Paulo (SP),SP,Elida,São Paulo,151
35503081660,Maratis - São Paulo (SP),SP,Maratis,São Paulo,139
35503081661,Vila da Comunidade - São Paulo (SP),SP,Vila da Comunidade,São Paulo,109
35503081666,Santa Júlia - São Paulo (SP),SP,Santa Júlia,São Paulo,236
35503081668,Jardim Corisco / Rua dos Amigos - São Paulo (SP),SP,Jardim Corisco / Rua dos Amigos,São Paulo,990
35503081669,Ushikichi Kamiya - São Paulo (SP),SP,Ushikichi Kamiya,São Paulo,825
35503081670,Jardim Campo Limpo - São Paulo (SP),SP,Jardim Campo Limpo,São Paulo,1651
35503081671,Jardim Boa Vista / Felicidade - São Paulo (SP),SP,Jardim Boa Vista / Felicidade,São Paulo,1088
35503081672,Manguari - São Paulo (SP),SP,Manguari,São Paulo,934
35503081676,Willin - São Paulo (SP),SP,Willin,São Paulo,125
35503081678,Morro do Livramento - São Paulo (SP),SP,Morro do Livramento,São Paulo,32
35503081680,Vila do Sapo I - São Paulo (SP),SP,Vila do Sapo I,São Paulo,232
35503081681,Favela dos Anjos - São Paulo (SP),SP,Favela dos Anjos,São Paulo,127
35503081682,Favela Conjunto Parque Novo Mundo - Vila Maria - São Paulo (SP),SP,Favela Conjunto Parque Novo Mundo - Vila Maria,São Paulo,23
35503081683,Jacinto Palhares - São Paulo (SP),SP,Jacinto Palhares,São Paulo,66
35503081684,Tiquatira - São Paulo (SP),SP,Tiquatira,São Paulo,1194
35503081685,Alferez Frazão - São Paulo (SP),SP,Alferez Frazão,São Paulo,233
35503081686,Alegre - São Paulo (SP),SP,Alegre,São Paulo,60
35503081687,Serra de Botucatu - São Paulo (SP),SP,Serra de Botucatu,São Paulo,318
35503081688,Conj. Habitacional Cangaíba A - São Paulo (SP),SP,Conj. Habitacional Cangaíba A,São Paulo,550
35503081689,Libanesa - São Paulo (SP),SP,Libanesa,São Paulo,234
35503081691,Entre Rios I - São Paulo (SP),SP,Entre Rios I,São Paulo,206
35503081693,Teotônio Vilela Artigas - São Paulo (SP),SP,Teotônio Vilela Artigas,São Paulo,219
35503081694,São Carlos Alojamento Ocupação - São Paulo (SP),SP,São Carlos Alojamento Ocupação,São Paulo,192
35503081695,Edmundo de Paula Coelho - São Paulo (SP),SP,Edmundo de Paula Coelho,São Paulo,159
35503081696,Paratinim - São Paulo (SP),SP,Paratinim,São Paulo,1193
35503081698,Lavios - São Paulo (SP),SP,Lavios,São Paulo,151
35503081701,Parque São Rafael - São Paulo (SP),SP,Parque São Rafael,São Paulo,111
35503081702,Avenida Sapopemba - KM 29 - São Paulo (SP),SP,Avenida Sapopemba - KM 29,São Paulo,250
35503081703,Beatriz - São Paulo (SP),SP,Beatriz,São Paulo,57
35503081704,Vila Carmosina - São Paulo (SP),SP,Vila Carmosina,São Paulo,1107
35503081705,Estrada Aricanduva - São Paulo (SP),SP,Estrada Aricanduva,São Paulo,319
35503081706,Sítio Carraozinho II / Alto Paulistano / Nova Conquista - São Paulo (SP),SP,Sítio Carraozinho II / Alto Paulistano / Nova Conquista,São Paulo,1126
35503081707,Leandro Donati - São Paulo (SP),SP,Leandro Donati,São Paulo,515
35503081709,Vila Nanci - São Paulo (SP),SP,Vila Nanci,São Paulo,175
35503081717,Inácio Monteiro - São Paulo (SP),SP,Inácio Monteiro,São Paulo,513
35503081720,Sítio Paiolzinho / J. Vista Alegre - São Paulo (SP),SP,Sítio Paiolzinho / J. Vista Alegre,São Paulo,1332
35503081721,Mansões - São Paulo (SP),SP,Mansões,São Paulo,180
35503081722,Condomínio Prisma - São Paulo (SP),SP,Condomínio Prisma,São Paulo,581
35503081723,Nova Nardini - São Paulo (SP),SP,Nova Nardini,São Paulo,1729
35503081724,Fruta Pão - São Paulo (SP),SP,Fruta Pão,São Paulo,87
35503081726,Caboré - São Paulo (SP),SP,Caboré,São Paulo,185
35503081727,Comunidade Pintadinho / Frei Muniz - São Paulo (SP),SP,Comunidade Pintadinho / Frei Muniz,São Paulo,269
35503081728,Vila Santista - São Paulo (SP),SP,Vila Santista,São Paulo,289
35503081729,Gleba do Pêssego - São Paulo (SP),SP,Gleba do Pêssego,São Paulo,181
35503081730,Menininha Lobo - São Paulo (SP),SP,Menininha Lobo,São Paulo,70
35503081731,Lucas Vegas - São Paulo (SP),SP,Lucas Vegas,São Paulo,212
35503081733,Alto da Riviera II - São Paulo (SP),SP,Alto da Riviera II,São Paulo,105
35503081735,Comunidade 21 - São Paulo (SP),SP,Comunidade 21,São Paulo,111
35503081738,Faustino da Silva - São Paulo (SP),SP,Faustino da Silva,São Paulo,51
35503081739,Fazenda da Juta III - São Paulo (SP),SP,Fazenda da Juta III,São Paulo,287
35503081741,Gabi I - São Paulo (SP),SP,Gabi I,São Paulo,54
35503081743,Jardim Glória - São Paulo (SP),SP,Jardim Glória,São Paulo,200
35503081744,Jardim Walquíria II - São Paulo (SP),SP,Jardim Walquíria II,São Paulo,78
35503081745,Muniz de Souza - São Paulo (SP),SP,Muniz de Souza,São Paulo,28
35503081746,Niza - São Paulo (SP),SP,Niza,São Paulo,169
35503081747,Parque Rondon - São Paulo (SP),SP,Parque Rondon,São Paulo,210
35503081748,Paulo Fontelli - São Paulo (SP),SP,Paulo Fontelli,São Paulo,55
35503081749,Recanto dos Girassóis / Vila Malvina - São Paulo (SP),SP,Recanto dos Girassóis / Vila Malvina,São Paulo,83
35503081750,Rua Wilma Flor - São Paulo (SP),SP,Rua Wilma Flor,São Paulo,99
35503081752,Sertanistas - São Paulo (SP),SP,Sertanistas,São Paulo,152
35503081753,Severino Nunes Costa - São Paulo (SP),SP,Severino Nunes Costa,São Paulo,222
35503081755,Telecentro - São Paulo (SP),SP,Telecentro,São Paulo,110
35503081756,Dornas Filho - São Paulo (SP),SP,Dornas Filho,São Paulo,169
35503081758,Zaki Narchi - São Paulo (SP),SP,Zaki Narchi,São Paulo,194
35503081759,Bueru - São Paulo (SP),SP,Bueru,São Paulo,430
35503081760,João Peres Calhamares - São Paulo (SP),SP,João Peres Calhamares,São Paulo,337
35503081761,Flores Tropicais - São Paulo (SP),SP,Flores Tropicais,São Paulo,41
35503081762,Peniel da Paz - São Paulo (SP),SP,Peniel da Paz,São Paulo,137
35503081763,Felix Escobar - São Paulo (SP),SP,Felix Escobar,São Paulo,86
35503081765,Estrada Vargem Grande / Colonial - São Paulo (SP),SP,Estrada Vargem Grande / Colonial,São Paulo,197
35503081766,Marilda - São Paulo (SP),SP,Marilda,São Paulo,79
35503081767,Jardim Novo Varginha - São Paulo (SP),SP,Jardim Novo Varginha,São Paulo,265
35503081768,Santa Terezinha II - São Paulo (SP),SP,Santa Terezinha II,São Paulo,100
35503081769,Chácara Dona América - São Paulo (SP),SP,Chácara Dona América,São Paulo,209
35503081771,Jardim Nova America II - São Paulo (SP),SP,Jardim Nova America II,São Paulo,225
35503081772,Rua Anecy Rocha - São Paulo (SP),SP,Rua Anecy Rocha,São Paulo,678
35503081773,Bento Guelfi - São Paulo (SP),SP,Bento Guelfi,São Paulo,733
35503081775,Mandiocal II do Parque Regina - São Paulo (SP),SP,Mandiocal II do Parque Regina,São Paulo,94
35503081776,Chapena - São Paulo (SP),SP,Chapena,São Paulo,82
35503081777,Rua Iguaçu - São Paulo (SP),SP,Rua Iguaçu,São Paulo,134
35503081785,Alziro P. Magalhães - São Paulo (SP),SP,Alziro P. Magalhães,São Paulo,507
35503081789,Ângelo Gimenez - São Paulo (SP),SP,Ângelo Gimenez,São Paulo,60
35503081790,Antônio Carlos Teixeira Monteiro - São Paulo (SP),SP,Antônio Carlos Teixeira Monteiro,São Paulo,164
35503081793,Ataliba Leonel I - São Paulo (SP),SP,Ataliba Leonel I,São Paulo,153
35503081795,Avaré - São Paulo (SP),SP,Avaré,São Paulo,290
35503081796,Avenida Aricanduva - São Paulo (SP),SP,Avenida Aricanduva,São Paulo,171
35503081797,Avenida Bento Guelfi - São Paulo (SP),SP,Avenida Bento Guelfi,São Paulo,114
35503081799,Avenida dos Funcionários Públicos - São Paulo (SP),SP,Avenida dos Funcionários Públicos,São Paulo,51
35503081802,Avenida Parada Pinto - São Paulo (SP),SP,Avenida Parada Pinto,São Paulo,98
35503081803,Avenida Ragheb Chohfi - São Paulo (SP),SP,Avenida Ragheb Chohfi,São Paulo,1495
35503081809,Barro Branco - São Paulo (SP),SP,Barro Branco,São Paulo,126
35503081810,Basiléia II - São Paulo (SP),SP,Basiléia II,São Paulo,151
35503081811,Blocos Ebenizer - São Paulo (SP),SP,Blocos Ebenizer,São Paulo,143
35503081812,Boi Malhado I - São Paulo (SP),SP,Boi Malhado I,São Paulo,659
35503081813,Boi Malhado II - São Paulo (SP),SP,Boi Malhado II,São Paulo,115
35503081817,Buraco do Sapo - São Paulo (SP),SP,Buraco do Sapo,São Paulo,1154
35503081819,Campinas I e II - São Paulo (SP),SP,Campinas I e II,São Paulo,875
35503081822,Canal do Cocaia - São Paulo (SP),SP,Canal do Cocaia,São Paulo,604
35503081826,Castro Prado - São Paulo (SP),SP,Castro Prado,São Paulo,65
35503081827,Cefalonia / Moenda Velha - São Paulo (SP),SP,Cefalonia / Moenda Velha,São Paulo,213
35503081828,Cepo - São Paulo (SP),SP,Cepo,São Paulo,227
35503081830,Chácara do Conde - Invasão - São Paulo (SP),SP,Chácara do Conde - Invasão,São Paulo,213
35503081831,Chácara do Meio / Jd. Apura / Portal Ecol - São Paulo (SP),SP,Chácara do Meio / Jd. Apura / Portal Ecol,São Paulo,733
35503081832,Chácara São Fidelis / Tomé - São Paulo (SP),SP,Chácara São Fidelis / Tomé,São Paulo,1036
35503081833,Chácara Sonho Azul - A - São Paulo (SP),SP,Chácara Sonho Azul - A,São Paulo,1580
35503081834,Chácara Tanay - São Paulo (SP),SP,Chácara Tanay,São Paulo,344
35503081836,Cidade Ipava - São Paulo (SP),SP,Cidade Ipava,São Paulo,3370
35503081837,Cidade Papai Noel 2 - São Paulo (SP),SP,Cidade Papai Noel 2,São Paulo,552
35503081838,Comunidade Sete de Setembro - São Paulo (SP),SP,Comunidade Sete de Setembro,São Paulo,138
35503081839,Condomínio Fechado Eliane - São Paulo (SP),SP,Condomínio Fechado Eliane,São Paulo,254
35503081840,Coronel Hugo Bradaschia - São Paulo (SP),SP,Coronel Hugo Bradaschia,São Paulo,93
35503081841,Coronel João Cabanas - São Paulo (SP),SP,Coronel João Cabanas,São Paulo,543
35503081845,Delmondes - São Paulo (SP),SP,Delmondes,São Paulo,242
35503081853,Estação Jaraguá - São Paulo (SP),SP,Estação Jaraguá,São Paulo,317
35503081856,Estrada da Ligação - São Paulo (SP),SP,Estrada da Ligação,São Paulo,515
35503081857,Estrada da Represa - São Paulo (SP),SP,Estrada da Represa,São Paulo,378
35503081858,Estrada da Vovó Carolina - São Paulo (SP),SP,Estrada da Vovó Carolina,São Paulo,156
35503081859,Estrada de Poá - São Paulo (SP),SP,Estrada de Poá,São Paulo,42
35503081860,Estrada do Cangaíba - São Paulo (SP),SP,Estrada do Cangaíba,São Paulo,354
35503081867,Frei Amador Anais / Arlinda Ramos Roleira - São Paulo (SP),SP,Frei Amador Anais / Arlinda Ramos Roleira,São Paulo,97
35503081869,Furnas - São Paulo (SP),SP,Furnas,São Paulo,37
35503081872,Guiomar Branco da Silva - São Paulo (SP),SP,Guiomar Branco da Silva,São Paulo,123
35503081875,Iguatemi A/B - São Paulo (SP),SP,Iguatemi A/B,São Paulo,359
35503081876,Invasão Parque Colorado - São Paulo (SP),SP,Invasão Parque Colorado,São Paulo,395
35503081878,Itápolis - São Paulo (SP),SP,Itápolis,São Paulo,216
35503081879,Itaquera B - São Paulo (SP),SP,Itaquera B,São Paulo,156
35503081881,Jardim Bonifácio - São Paulo (SP),SP,Jardim Bonifácio,São Paulo,183
35503081885,Jardim Canaã - São Paulo (SP),SP,Jardim Canaã,São Paulo,568
35503081886,Jardim Carumbe / Lázaro de Barros - São Paulo (SP),SP,Jardim Carumbe / Lázaro de Barros,São Paulo,180
35503081887,Jardim Casagrande I / Vila Esperança - São Paulo (SP),SP,Jardim Casagrande I / Vila Esperança,São Paulo,108
35503081890,Jardim das Flores / Taunay - São Paulo (SP),SP,Jardim das Flores / Taunay,São Paulo,40
35503081893,Jardim Fontalis - São Paulo (SP),SP,Jardim Fontalis,São Paulo,341
35503081894,Jardim Herplin - São Paulo (SP),SP,Jardim Herplin,São Paulo,58
35503081895,San Germaine - São Paulo (SP),SP,San Germaine,São Paulo,943
35503081897,Jardim Natal - São Paulo (SP),SP,Jardim Natal,São Paulo,102
35503081898,Jardim Nova Conquista - São Paulo (SP),SP,Jardim Nova Conquista,São Paulo,99
35503081899,Jardim Nova Tereza - São Paulo (SP),SP,Jardim Nova Tereza,São Paulo,332
35503081900,Jardim Nova Vitória - São Paulo (SP),SP,Jardim Nova Vitória,São Paulo,524
35503081902,Jardim Primeiro de Maio - São Paulo (SP),SP,Jardim Primeiro de Maio,São Paulo,1190
35503081903,Jardim Ramalho - São Paulo (SP),SP,Jardim Ramalho,São Paulo,42
35503081907,Jardim Santo André / Kaei Kawahira - São Paulo (SP),SP,Jardim Santo André / Kaei Kawahira,São Paulo,350
35503081908,Jardim Santo André / Parque das Flores - São Paulo (SP),SP,Jardim Santo André / Parque das Flores,São Paulo,1128
